Date,y_true,y_pred,Store
2015-07-11,6287,7397.622,191
2015-07-12,0,21.851982,191
2015-07-13,8284,8017.595,191
2015-07-14,7938,7648.205,191
2015-07-15,7740,7711.6226,191
2015-07-16,6892,7054.31,191
2015-07-17,7006,6937.132,191
2015-07-18,7371,7157.3633,191
2015-07-19,0,4.6361656,191
2015-07-20,6336,6778.9297,191
2015-07-21,5448,5725.4277,191
2015-07-22,5168,5520.2217,191
2015-07-23,5930,5394.9624,191
2015-07-24,5504,6139.5454,191
2015-07-25,7956,6954.673,191
2015-07-26,0,45.432972,191
2015-07-27,9233,7983.0586,191
2015-07-28,7909,7745.3765,191
2015-07-29,7253,7067.5127,191
2015-07-30,7531,7281.523,191
2015-07-31,8592,7666.2764,191
2015-06-08,12151,10147.355,192
2015-06-09,9544,10199.53,192
2015-06-10,8646,10064.96,192
2015-06-11,9960,8838.721,192
2015-06-12,10774,12160.198,192
2015-06-13,15743,15757.053,192
2015-06-14,0,35.9238,192
2015-06-15,15414,17195.816,192
2015-06-16,14660,14333.891,192
2015-06-17,14273,13285.238,192
2015-06-18,11906,13784.123,192
2015-06-19,15313,14375.632,192
2015-06-20,14817,16269.572,192
2015-06-21,0,21.780575,192
2015-06-22,10511,10862.429,192
2015-06-23,9559,10481.3955,192
2015-06-24,9632,9434.49,192
2015-06-25,10471,9945.349,192
2015-06-26,10976,11292.664,192
2015-06-27,15074,16334.229,192
2015-06-28,0,18.855194,192
2015-06-29,19222,16958.105,192
2015-06-30,19024,14936.986,192
2015-07-01,11290,14629.619,192
2015-07-02,13671,12838.72,192
2015-07-03,13922,15082.792,192
2015-07-04,13662,15771.824,192
2015-07-05,0,9.763506,192
2015-07-06,11172,10643.503,192
2015-07-07,8446,10396.363,192
2015-07-08,10236,9443.95,192
2015-07-09,10130,9922.466,192
2015-07-10,12272,11512.812,192
2015-07-11,14955,16016.67,192
2015-07-12,0,18.855194,192
2015-07-13,15996,17339.156,192
2015-07-14,14816,12676.258,192
2015-07-15,13958,14257.209,192
2015-07-16,12779,13632.032,192
2015-07-17,13333,15220.462,192
2015-07-18,15071,15130.138,192
2015-07-19,0,18.855194,192
2015-07-20,12262,10592.97,192
2015-07-21,9394,10233.548,192
2015-07-22,9024,9781.061,192
2015-07-23,10178,9697.355,192
2015-07-24,12006,11751.05,192
2015-07-25,15935,15794.746,192
2015-07-26,0,4.3662877,192
2015-07-27,18048,16943.248,192
2015-07-28,15136,15241.913,192
2015-07-29,13896,13466.014,192
2015-07-30,15620,14039.047,192
2015-07-31,16191,14749.222,192
2015-06-08,3780,4182.2017,193
2015-06-09,3969,4021.9424,193
2015-06-10,4223,4736.9194,193
2015-06-11,3655,4177.445,193
2015-06-12,3574,4009.2747,193
2015-06-13,4580,4036.5225,193
2015-06-14,0,40.216984,193
2015-06-15,8274,8082.464,193
2015-06-16,6960,6985.6636,193
2015-06-17,7040,6989.024,193
2015-06-18,4600,5709.522,193
2015-06-19,4926,5054.3857,193
2015-06-20,3738,4108.8325,193
2015-06-21,0,-18.600214,193
2015-06-22,3756,4133.078,193
2015-06-23,3458,4105.4976,193
2015-06-24,4668,4166.1597,193
2015-06-25,3553,4025.274,193
2015-06-26,4134,3873.2542,193
2015-06-27,4131,4044.0469,193
2015-06-28,0,-19.18903,193
2015-06-29,9248,8462.111,193
2015-06-30,8175,7150.642,193
2015-07-01,7989,7332.2334,193
2015-07-02,6088,6103.204,193
2015-07-03,5081,5245.1484,193
2015-07-04,4012,4076.9802,193
2015-07-05,0,-25.69846,193
2015-07-06,4369,4122.072,193
2015-07-07,3544,3958.7017,193
2015-07-08,4831,4300.3403,193
2015-07-09,3693,3964.6611,193
2015-07-10,4100,3944.7266,193
2015-07-11,4298,4009.7527,193
2015-07-12,0,-35.744194,193
2015-07-13,8696,8316.712,193
2015-07-14,6789,7776.989,193
2015-07-15,7272,7522.9966,193
2015-07-16,5583,5804.7217,193
2015-07-17,5158,5138.948,193
2015-07-18,4559,3936.5798,193
2015-07-19,0,7.015465,193
2015-07-20,4906,4358.5996,193
2015-07-21,4177,3968.0864,193
2015-07-22,4202,4747.141,193
2015-07-23,4060,4089.8557,193
2015-07-24,3777,3972.1013,193
2015-07-25,4340,4108.152,193
2015-07-26,0,10.57275,193
2015-07-27,8847,8677.34,193
2015-07-28,7871,7225.3066,193
2015-07-29,6620,7373.966,193
2015-07-30,6288,5607.4214,193
2015-07-31,5904,5297.053,193
2015-06-08,4643,4122.942,194
2015-06-09,4608,3976.5032,194
2015-06-10,3931,4131.8696,194
2015-06-11,4090,4017.5403,194
2015-06-12,4790,4523.1704,194
2015-06-13,5162,4513.0635,194
2015-06-14,0,9.123507,194
2015-06-15,6005,6687.7637,194
2015-06-16,4825,5476.087,194
2015-06-17,5472,5595.1255,194
2015-06-18,5686,5241.0435,194
2015-06-19,5361,5931.7407,194
2015-06-20,4875,4865.202,194
2015-06-21,0,-3.9515853,194
2015-06-22,3874,4720.492,194
2015-06-23,4029,4089.5237,194
2015-06-24,3752,4123.169,194
2015-06-25,3894,4036.986,194
2015-06-26,4382,4744.132,194
2015-06-27,4945,4514.116,194
2015-06-28,0,-11.972225,194
2015-06-29,6427,6967.268,194
2015-06-30,5003,5859.106,194
2015-07-01,6275,5393.0444,194
2015-07-02,5131,5743.541,194
2015-07-03,5906,5661.7036,194
2015-07-04,4571,5196.704,194
2015-07-05,0,6.5260353,194
2015-07-06,4890,4214.7256,194
2015-07-07,3732,3906.7173,194
2015-07-08,4831,3928.0056,194
2015-07-09,4696,4038.114,194
2015-07-10,4952,4827.0654,194
2015-07-11,4855,4823.405,194
2015-07-12,0,1.7288254,194
2015-07-13,5979,6351.0435,194
2015-07-14,5387,5533.5205,194
2015-07-15,5189,5523.974,194
2015-07-16,5059,5428.4897,194
2015-07-17,5420,5486.06,194
2015-07-18,5565,4804.843,194
2015-07-19,0,31.745817,194
2015-07-20,4618,4644.928,194
2015-07-21,3496,4037.1475,194
2015-07-22,3941,4144.801,194
2015-07-23,4635,4195.1274,194
2015-07-24,4451,4774.3237,194
2015-07-25,5274,4965.0376,194
2015-07-26,0,58.02168,194
2015-07-27,7440,6635.498,194
2015-07-28,5567,5252.9565,194
2015-07-29,6319,5882.022,194
2015-07-30,6586,6154.7993,194
2015-07-31,6708,6007.824,194
2015-06-08,10666,9699.307,195
2015-06-09,9485,8942.4795,195
2015-06-10,8768,8930.494,195
2015-06-11,8734,8464.977,195
2015-06-12,8467,9772.769,195
2015-06-13,10454,10198.085,195
2015-06-14,0,88.14582,195
2015-06-15,15517,15493.417,195
2015-06-16,13964,12550.188,195
2015-06-17,12882,13331.696,195
2015-06-18,10838,11876.069,195
2015-06-19,10822,11157.415,195
2015-06-20,10929,10589.193,195
2015-06-21,0,50.525967,195
2015-06-22,9235,9654.226,195
2015-06-23,8752,8511.782,195
2015-06-24,9104,8837.679,195
2015-06-25,8416,8723.279,195
2015-06-26,9321,9291.762,195
2015-06-27,12253,10670.362,195
2015-06-28,0,48.00415,195
2015-06-29,16636,14894.949,195
2015-06-30,15778,13732.875,195
2015-07-01,12798,13635.644,195
2015-07-02,11318,11851.073,195
2015-07-03,12140,11926.954,195
2015-07-04,9300,11381.143,195
2015-07-05,0,104.7402,195
2015-07-06,11122,10750.497,195
2015-07-07,8815,8863.573,195
2015-07-08,9261,8835.275,195
2015-07-09,8728,8814.013,195
2015-07-10,9032,9371.423,195
2015-07-11,10057,10537.862,195
2015-07-12,0,90.82313,195
2015-07-13,13244,15602.109,195
2015-07-14,11587,12567.936,195
2015-07-15,10813,12098.318,195
2015-07-16,10386,11378.73,195
2015-07-17,10039,11425.283,195
2015-07-18,10605,10456.693,195
2015-07-19,0,87.29496,195
2015-07-20,9603,9529.432,195
2015-07-21,7909,8600.383,195
2015-07-22,7938,8205.451,195
2015-07-23,7893,8080.037,195
2015-07-24,7730,8932.8955,195
2015-07-25,8274,9840.076,195
2015-07-26,0,-28.341652,195
2015-07-27,12906,15691.592,195
2015-07-28,11680,12419.972,195
2015-07-29,11287,11922.0205,195
2015-07-30,10916,11357.299,195
2015-07-31,13443,11400.226,195
2015-06-08,5420,4497.6777,196
2015-06-09,4472,4758.065,196
2015-06-10,4607,4439.97,196
2015-06-11,4166,4255.887,196
2015-06-12,4386,5006.9067,196
2015-06-13,3062,3650.8457,196
2015-06-14,0,65.20938,196
2015-06-15,8449,8114.642,196
2015-06-16,6394,6628.2275,196
2015-06-17,5454,5955.3506,196
2015-06-18,5157,5552.574,196
2015-06-19,5452,5601.434,196
2015-06-20,3869,3600.8816,196
2015-06-21,0,3.8374355,196
2015-06-22,4754,4956.7886,196
2015-06-23,4941,4442.051,196
2015-06-24,4443,4374.318,196
2015-06-25,4294,4381.231,196
2015-06-26,4411,5099.6274,196
2015-06-27,3750,3911.3853,196
2015-06-28,0,27.72874,196
2015-06-29,8325,9321.929,196
2015-06-30,9550,7344.387,196
2015-07-01,5705,7639.456,196
2015-07-02,5663,6064.66,196
2015-07-03,5166,5731.724,196
2015-07-04,3905,3610.9856,196
2015-07-05,0,-35.725243,196
2015-07-06,5658,4541.819,196
2015-07-07,4885,5590.4204,196
2015-07-08,4703,4257.474,196
2015-07-09,4961,4277.856,196
2015-07-10,4960,4666.8623,196
2015-07-11,3783,3534.279,196
2015-07-12,0,-8.848886,196
2015-07-13,7180,8309.135,196
2015-07-14,5691,5871.0996,196
2015-07-15,5691,5651.236,196
2015-07-16,5583,5702.9497,196
2015-07-17,5535,5676.4673,196
2015-07-18,3554,3733.3677,196
2015-07-19,0,-12.368941,196
2015-07-20,5096,5161.3706,196
2015-07-21,4722,4248.1714,196
2015-07-22,3964,4260.472,196
2015-07-23,4406,4275.074,196
2015-07-24,4365,4687.6104,196
2015-07-25,3369,3574.337,196
2015-07-26,0,-17.775757,196
2015-07-27,7894,8250.057,196
2015-07-28,5609,6208.1797,196
2015-07-29,5449,5807.6724,196
2015-07-30,5287,5549.4707,196
2015-07-31,6784,5447.3213,196
2015-06-08,6023,5694.4004,197
2015-06-09,5115,5396.2,197
2015-06-10,5498,5668.1304,197
2015-06-11,4996,5197.58,197
2015-06-12,5472,6267.3228,197
2015-06-13,5571,5553.1523,197
2015-06-14,0,36.334507,197
2015-06-15,9154,9659.838,197
2015-06-16,7768,8393.422,197
2015-06-17,8367,7868.0024,197
2015-06-18,6569,7239.2017,197
2015-06-19,8140,7785.1797,197
2015-06-20,6514,5616.0654,197
2015-06-21,0,-20.876518,197
2015-06-22,5416,5630.365,197
2015-06-23,4985,5087.941,197
2015-06-24,4942,5417.7373,197
2015-06-25,4993,4819.0337,197
2015-06-26,5626,6286.1426,197
2015-06-27,5373,5473.277,197
2015-06-28,0,1.890626,197
2015-06-29,9394,9551.585,197
2015-06-30,9838,8223.787,197
2015-07-01,8646,8897.745,197
2015-07-02,7341,7427.0483,197
2015-07-03,7815,8003.1836,197
2015-07-04,4740,5394.7236,197
2015-07-05,0,-5.1962643,197
2015-07-06,6154,5532.4663,197
2015-07-07,5634,5102.969,197
2015-07-08,5945,5428.4395,197
2015-07-09,4702,4842.2705,197
2015-07-10,6620,5664.437,197
2015-07-11,5376,5250.129,197
2015-07-12,0,-3.0403416,197
2015-07-13,9512,9354.248,197
2015-07-14,8482,8447.059,197
2015-07-15,8864,8468.195,197
2015-07-16,7893,7216.046,197
2015-07-17,7476,7896.9385,197
2015-07-18,5594,5574.174,197
2015-07-19,0,-19.924068,197
2015-07-20,5496,5394.871,197
2015-07-21,4947,4970.093,197
2015-07-22,5204,5327.2134,197
2015-07-23,5327,4818.102,197
2015-07-24,5968,5880.7725,197
2015-07-25,5333,5380.652,197
2015-07-26,0,-16.319248,197
2015-07-27,8968,9123.524,197
2015-07-28,6656,8510.7295,197
2015-07-29,8248,7761.479,197
2015-07-30,7882,7151.518,197
2015-07-31,10136,8006.3843,197
2015-06-08,1859,1827.0399,198
2015-06-09,2293,2125.4028,198
2015-06-10,2000,1818.0594,198
2015-06-11,2270,1854.0579,198
2015-06-12,2229,2437.8164,198
2015-06-13,702,873.1964,198
2015-06-14,0,6.6452565,198
2015-06-15,5599,5819.1646,198
2015-06-16,5023,4703.2695,198
2015-06-17,3214,3355.5605,198
2015-06-18,3671,3400.4143,198
2015-06-19,3494,3613.8945,198
2015-06-20,569,886.5314,198
2015-06-21,0,142.02063,198
2015-06-22,1743,1827.7249,198
2015-06-23,2298,2188.9897,198
2015-06-24,1841,1876.4586,198
2015-06-25,1965,2022.8304,198
2015-06-26,2110,2475.7622,198
2015-06-27,726,892.2509,198
2015-06-28,0,14.99434,198
2015-06-29,6349,5446.5293,198
2015-06-30,5657,5300.6875,198
2015-07-01,3059,3568.5386,198
2015-07-02,3484,3390.324,198
2015-07-03,3372,3618.981,198
2015-07-04,1225,891.60486,198
2015-07-05,0,12.668584,198
2015-07-06,2709,1875.0718,198
2015-07-07,2399,2294.2925,198
2015-07-08,2393,1848.5641,198
2015-07-09,2456,1998.5558,198
2015-07-10,2503,2388.3857,198
2015-07-11,986,918.8511,198
2015-07-12,0,12.668584,198
2015-07-13,4495,6171.973,198
2015-07-14,4946,4539.7114,198
2015-07-15,3063,3400.6077,198
2015-07-16,3531,3459.4597,198
2015-07-17,3242,3673.6611,198
2015-07-18,943,873.2876,198
2015-07-19,0,12.668584,198
2015-07-20,2217,2005.601,198
2015-07-21,2884,2157.9558,198
2015-07-22,1737,1939.9343,198
2015-07-23,2002,1920.4017,198
2015-07-24,2309,2458.4204,198
2015-07-25,708,865.25415,198
2015-07-26,0,-0.29370877,198
2015-07-27,4906,6029.346,198
2015-07-28,4597,4833.0776,198
2015-07-29,2986,3428.267,198
2015-07-30,3211,3453.6047,198
2015-07-31,3824,3549.7808,198
2015-06-08,7180,6432.9224,199
2015-06-09,7272,6970.301,199
2015-06-10,6537,7122.358,199
2015-06-11,6674,6518.639,199
2015-06-12,7475,8061.0483,199
2015-06-13,8354,7897.253,199
2015-06-14,0,49.265476,199
2015-06-15,13854,12851.212,199
2015-06-16,10922,9628.422,199
2015-06-17,8940,9701.677,199
2015-06-18,8833,9652.084,199
2015-06-19,9239,9123.589,199
2015-06-20,8214,8039.1177,199
2015-06-21,0,31.502,199
2015-06-22,6200,7458.3413,199
2015-06-23,5642,6670.2515,199
2015-06-24,6381,6259.5356,199
2015-06-25,5999,6653.7017,199
2015-06-26,6289,7726.476,199
2015-06-27,6971,7725.8066,199
2015-06-28,0,35.7837,199
2015-06-29,12528,11607.823,199
2015-06-30,10709,9916.384,199
2015-07-01,9238,12087.604,199
2015-07-02,8715,8845.335,199
2015-07-03,8758,9416.385,199
2015-07-04,7830,8335.073,199
2015-07-05,0,31.502,199
2015-07-06,7080,6904.509,199
2015-07-07,6319,6611.3457,199
2015-07-08,7043,6264.073,199
2015-07-09,7139,6695.0146,199
2015-07-10,7775,7789.86,199
2015-07-11,7662,8217.125,199
2015-07-12,0,31.502,199
2015-07-13,12273,13253.162,199
2015-07-14,9983,9639.0,199
2015-07-15,9424,9951.966,199
2015-07-16,8093,10145.434,199
2015-07-17,8775,9435.73,199
2015-07-18,8382,8332.12,199
2015-07-19,0,-4.3487725,199
2015-07-20,8395,6441.384,199
2015-07-21,6101,6280.3877,199
2015-07-22,7512,6183.535,199
2015-07-23,7303,6500.7524,199
2015-07-24,7487,7570.8213,199
2015-07-25,7562,7910.681,199
2015-07-26,0,-8.543838,199
2015-07-27,12333,12734.463,199
2015-07-28,10245,10176.593,199
2015-07-29,9121,10231.912,199
2015-07-30,9391,9692.145,199
2015-07-31,10260,9998.102,199
2015-06-08,8146,7603.049,200
2015-06-09,7406,6819.686,200
2015-06-10,6480,7114.9688,200
2015-06-11,6454,6443.5156,200
2015-06-12,7039,7856.729,200
2015-06-13,6939,6959.309,200
2015-06-14,0,24.460821,200
2015-06-15,10508,10029.546,200
2015-06-16,9593,9458.558,200
2015-06-17,8170,8570.889,200
2015-06-18,8872,7974.9404,200
2015-06-19,7626,8612.092,200
2015-06-20,6931,6994.0713,200
2015-06-21,0,24.460821,200
2015-06-22,6866,7097.892,200
2015-06-23,7080,6848.4126,200
2015-06-24,7482,6984.109,200
2015-06-25,7067,6362.224,200
2015-06-26,7355,7693.2847,200
2015-06-27,6661,7218.749,200
2015-06-28,0,26.658644,200
2015-06-29,10467,10386.331,200
2015-06-30,11865,9494.72,200
2015-07-01,10130,9756.644,200
2015-07-02,8272,9544.702,200
2015-07-03,8462,9567.502,200
2015-07-04,6123,7009.2197,200
2015-07-05,0,13.585606,200
2015-07-06,9148,7568.047,200
2015-07-07,6632,9043.39,200
2015-07-08,6577,6912.679,200
2015-07-09,6884,6717.344,200
2015-07-10,7688,7379.1357,200
2015-07-11,6231,7214.2114,200
2015-07-12,0,13.585606,200
2015-07-13,9155,10031.819,200
2015-07-14,8451,8997.348,200
2015-07-15,8930,7946.3823,200
2015-07-16,8317,9004.76,200
2015-07-17,6291,8757.428,200
2015-07-18,6053,6692.306,200
2015-07-19,0,13.585606,200
2015-07-20,7188,7554.6465,200
2015-07-21,5917,6922.3354,200
2015-07-22,5793,6760.1826,200
2015-07-23,6017,6631.8325,200
2015-07-24,6259,7317.432,200
2015-07-25,4788,6627.2476,200
2015-07-26,0,223.86618,200
2015-07-27,8241,10361.818,200
2015-07-28,7465,9188.8955,200
2015-07-29,7013,8704.66,200
2015-07-30,7103,8334.713,200
2015-07-31,11177,8420.04,200
2015-06-08,4694,4120.1396,201
2015-06-09,3808,3980.5742,201
2015-06-10,4256,4090.4504,201
2015-06-11,4381,4415.217,201
2015-06-12,5003,5210.876,201
2015-06-13,5795,5093.9014,201
2015-06-14,0,23.777096,201
2015-06-15,7366,6824.6104,201
2015-06-16,5866,5784.945,201
2015-06-17,4871,5882.325,201
2015-06-18,6490,5838.575,201
2015-06-19,6035,6359.7485,201
2015-06-20,5067,5673.608,201
2015-06-21,0,26.530464,201
2015-06-22,3877,4553.5063,201
2015-06-23,3825,4033.9976,201
2015-06-24,3939,3861.1248,201
2015-06-25,4839,4545.538,201
2015-06-26,4577,5110.5234,201
2015-06-27,4988,5482.251,201
2015-06-28,0,7.787917,201
2015-06-29,7203,6826.5967,201
2015-06-30,6770,5940.0977,201
2015-07-01,6670,6492.942,201
2015-07-02,6307,6640.262,201
2015-07-03,6954,6439.6367,201
2015-07-04,5304,5672.2256,201
2015-07-05,0,3.9313393,201
2015-07-06,5053,4596.48,201
2015-07-07,4182,4054.2249,201
2015-07-08,5043,4007.1084,201
2015-07-09,5047,4530.943,201
2015-07-10,4701,4960.8027,201
2015-07-11,5314,5163.2637,201
2015-07-12,0,3.9313393,201
2015-07-13,7008,6815.6255,201
2015-07-14,5093,5744.1855,201
2015-07-15,5721,5428.538,201
2015-07-16,5781,6219.664,201
2015-07-17,6246,6198.0537,201
2015-07-18,6128,5710.906,201
2015-07-19,0,19.92659,201
2015-07-20,4870,4437.43,201
2015-07-21,4215,3834.1558,201
2015-07-22,4340,3950.8096,201
2015-07-23,5486,4797.0483,201
2015-07-24,5186,5509.466,201
2015-07-25,5958,5290.8833,201
2015-07-26,0,19.92659,201
2015-07-27,7754,6869.717,201
2015-07-28,5569,6117.2476,201
2015-07-29,5103,5903.3066,201
2015-07-30,6015,5926.0728,201
2015-07-31,6625,6499.51,201
2015-06-08,6179,5625.5034,202
2015-06-09,5805,5495.999,202
2015-06-10,5286,5421.713,202
2015-06-11,5456,5679.9404,202
2015-06-12,5557,5977.5947,202
2015-06-13,6817,6920.3555,202
2015-06-14,0,77.82988,202
2015-06-15,9373,9012.271,202
2015-06-16,6424,7911.4062,202
2015-06-17,6502,7014.6924,202
2015-06-18,6686,6866.4077,202
2015-06-19,7133,7081.321,202
2015-06-20,6557,6873.689,202
2015-06-21,0,78.68174,202
2015-06-22,5533,6013.949,202
2015-06-23,5320,5419.2007,202
2015-06-24,5034,5436.0317,202
2015-06-25,5109,5539.4595,202
2015-06-26,5708,6126.4277,202
2015-06-27,6768,6658.3877,202
2015-06-28,0,52.43253,202
2015-06-29,8727,8659.583,202
2015-06-30,8338,7556.775,202
2015-07-01,7028,7450.8003,202
2015-07-02,6413,7289.2905,202
2015-07-03,7164,6986.2246,202
2015-07-04,5765,7068.575,202
2015-07-05,0,118.49315,202
2015-07-06,5554,5630.6167,202
2015-07-07,5360,5085.748,202
2015-07-08,6270,5504.6265,202
2015-07-09,5741,5842.3735,202
2015-07-10,6320,6347.17,202
2015-07-11,6713,6590.9233,202
2015-07-12,0,47.875237,202
2015-07-13,8205,8371.965,202
2015-07-14,7348,7195.3657,202
2015-07-15,6717,7141.492,202
2015-07-16,6511,6984.514,202
2015-07-17,6327,6991.6997,202
2015-07-18,7557,6528.836,202
2015-07-19,0,21.617914,202
2015-07-20,6376,5862.632,202
2015-07-21,5413,5133.4995,202
2015-07-22,5159,5569.608,202
2015-07-23,6154,5746.111,202
2015-07-24,5677,6278.86,202
2015-07-25,6709,6460.2466,202
2015-07-26,0,56.70983,202
2015-07-27,8503,8316.485,202
2015-07-28,7323,7605.35,202
2015-07-29,6672,7012.7817,202
2015-07-30,7326,7008.6274,202
2015-07-31,7940,7166.1973,202
2015-06-08,5770,5510.37,203
2015-06-09,6223,5235.9478,203
2015-06-10,7236,6655.1743,203
2015-06-11,5518,5276.3496,203
2015-06-12,4861,6346.2183,203
2015-06-13,4885,5936.4766,203
2015-06-14,0,-58.995213,203
2015-06-15,9738,9785.745,203
2015-06-16,8554,8064.0596,203
2015-06-17,8943,8566.64,203
2015-06-18,6923,7207.006,203
2015-06-19,7153,6524.032,203
2015-06-20,5748,5803.368,203
2015-06-21,0,12.472367,203
2015-06-22,5718,5670.4717,203
2015-06-23,5732,5502.563,203
2015-06-24,6318,6533.4834,203
2015-06-25,5270,5500.474,203
2015-06-26,5108,5506.604,203
2015-06-27,5948,5875.555,203
2015-06-28,0,-25.543974,203
2015-06-29,8725,9270.11,203
2015-06-30,9361,8051.511,203
2015-07-01,9592,9378.667,203
2015-07-02,7317,7482.3696,203
2015-07-03,6598,6535.9824,203
2015-07-04,5258,5706.499,203
2015-07-05,0,-13.007739,203
2015-07-06,6559,5646.046,203
2015-07-07,5855,5477.461,203
2015-07-08,7798,6511.896,203
2015-07-09,6434,5515.0625,203
2015-07-10,7128,5620.0596,203
2015-07-11,5783,5879.2725,203
2015-07-12,0,10.955568,203
2015-07-13,10318,9840.711,203
2015-07-14,8741,8849.476,203
2015-07-15,9432,8780.633,203
2015-07-16,7163,6699.9116,203
2015-07-17,6090,6642.1733,203
2015-07-18,5501,5729.341,203
2015-07-19,0,-13.007739,203
2015-07-20,6520,5727.795,203
2015-07-21,5309,5572.569,203
2015-07-22,6257,6443.994,203
2015-07-23,6079,5446.119,203
2015-07-24,5475,5702.955,203
2015-07-25,5168,5842.45,203
2015-07-26,0,-58.995213,203
2015-07-27,9059,9630.852,203
2015-07-28,8367,8455.061,203
2015-07-29,8083,8691.785,203
2015-07-30,7163,6950.6147,203
2015-07-31,8132,6885.407,203
2015-06-08,5842,5568.611,204
2015-06-09,5399,5081.7515,204
2015-06-10,4931,5238.891,204
2015-06-11,5339,4926.38,204
2015-06-12,5280,5652.825,204
2015-06-13,4448,4550.2153,204
2015-06-14,0,14.182015,204
2015-06-15,7743,7309.5015,204
2015-06-16,7128,6441.2393,204
2015-06-17,5770,6445.366,204
2015-06-18,5338,5936.975,204
2015-06-19,5790,5990.8896,204
2015-06-20,4344,4765.357,204
2015-06-21,0,14.182015,204
2015-06-22,5493,5673.303,204
2015-06-23,4636,5081.9653,204
2015-06-24,4774,5131.06,204
2015-06-25,5061,5050.69,204
2015-06-26,5744,5612.9844,204
2015-06-27,4651,4615.521,204
2015-06-28,0,26.014523,204
2015-06-29,7791,7557.167,204
2015-06-30,7833,6295.3276,204
2015-07-01,5492,6704.684,204
2015-07-02,5883,5628.5503,204
2015-07-03,6665,6308.068,204
2015-07-04,4623,4655.572,204
2015-07-05,0,26.014523,204
2015-07-06,5922,5410.5303,204
2015-07-07,4785,4849.599,204
2015-07-08,6264,5065.097,204
2015-07-09,5005,5363.618,204
2015-07-10,5305,5760.715,204
2015-07-11,4556,4646.7563,204
2015-07-12,0,102.17544,204
2015-07-13,7791,7587.1294,204
2015-07-14,7034,6372.64,204
2015-07-15,6466,6506.0635,204
2015-07-16,5487,6356.0806,204
2015-07-17,6219,6551.636,204
2015-07-18,4631,4862.248,204
2015-07-19,0,80.395996,204
2015-07-20,6341,5845.265,204
2015-07-21,4741,5125.583,204
2015-07-22,4795,5198.757,204
2015-07-23,5620,5222.7295,204
2015-07-24,5803,6002.7344,204
2015-07-25,4838,4602.4214,204
2015-07-26,0,83.09415,204
2015-07-27,7256,7626.2954,204
2015-07-28,6914,6075.638,204
2015-07-29,6606,6513.8823,204
2015-07-30,5997,6460.511,204
2015-07-31,7189,6530.343,204
2015-06-08,5610,5931.927,205
2015-06-09,5360,5369.6006,205
2015-06-10,4715,5289.44,205
2015-06-11,5431,5308.8516,205
2015-06-12,5009,5781.341,205
2015-06-13,5352,5445.5073,205
2015-06-14,0,20.862864,205
2015-06-15,10330,10051.323,205
2015-06-16,7809,8674.371,205
2015-06-17,7185,7793.706,205
2015-06-18,6261,7137.0483,205
2015-06-19,6637,7104.218,205
2015-06-20,5640,5699.8735,205
2015-06-21,0,21.892569,205
2015-06-22,5128,5764.1387,205
2015-06-23,4479,4996.7847,205
2015-06-24,4741,5000.1255,205
2015-06-25,4819,5003.869,205
2015-06-26,4553,5696.08,205
2015-06-27,5051,5629.88,205
2015-06-28,0,3.5409412,205
2015-06-29,9800,10286.377,205
2015-06-30,10484,8483.585,205
2015-07-01,8644,8542.532,205
2015-07-02,7300,7930.223,205
2015-07-03,7556,7411.7256,205
2015-07-04,5180,5545.6606,205
2015-07-05,0,6.658999,205
2015-07-06,6497,5598.9404,205
2015-07-07,5503,5370.47,205
2015-07-08,5139,5145.7534,205
2015-07-09,5365,5379.7314,205
2015-07-10,5844,5127.378,205
2015-07-11,5279,5506.4136,205
2015-07-12,0,6.4773726,205
2015-07-13,9483,9350.469,205
2015-07-14,8234,7627.547,205
2015-07-15,8056,8183.89,205
2015-07-16,7327,7267.4854,205
2015-07-17,6578,6985.043,205
2015-07-18,5085,5368.205,205
2015-07-19,0,3.8018706,205
2015-07-20,6397,5660.7544,205
2015-07-21,5442,4835.8716,205
2015-07-22,5001,4959.2603,205
2015-07-23,4835,4798.947,205
2015-07-24,5655,4959.1074,205
2015-07-25,5449,5172.5005,205
2015-07-26,0,6.7383018,205
2015-07-27,8493,9723.55,205
2015-07-28,7256,8168.107,205
2015-07-29,6581,7068.6553,205
2015-07-30,6968,6922.6514,205
2015-07-31,8665,7223.6514,205
2015-06-08,8296,8096.116,206
2015-06-09,7887,7267.434,206
2015-06-10,6720,6709.8076,206
2015-06-11,8264,7069.5234,206
2015-06-12,6460,7477.7646,206
2015-06-13,4712,5106.4033,206
2015-06-14,0,34.32026,206
2015-06-15,13602,12866.807,206
2015-06-16,10114,10633.318,206
2015-06-17,9553,9610.623,206
2015-06-18,9375,10285.239,206
2015-06-19,7987,8916.949,206
2015-06-20,5047,5178.4014,206
2015-06-21,0,25.994379,206
2015-06-22,6659,8427.07,206
2015-06-23,6510,7126.8535,206
2015-06-24,6457,7190.137,206
2015-06-25,7758,7199.4966,206
2015-06-26,7144,7562.7246,206
2015-06-27,6014,5204.313,206
2015-06-28,0,115.92635,206
2015-06-29,14894,11919.124,206
2015-06-30,13678,13746.924,206
2015-07-01,7573,10520.488,206
2015-07-02,8249,8506.992,206
2015-07-03,7906,9445.836,206
2015-07-04,4382,5282.1914,206
2015-07-05,0,50.48788,206
2015-07-06,8619,9098.46,206
2015-07-07,6885,7941.1533,206
2015-07-08,6288,6219.2964,206
2015-07-09,7121,6744.45,206
